azimuth_deg,horizon_angle_deg,horizon_distance_m,horizon_elevation_m
35.800000000000004,9.595704119125115,2535.0,1031.949951171875
35.9,9.629978729986673,2540.0,1034.3599853515625
36.0,9.681044263789556,2530.0,1034.97998046875
36.1,9.720910161770579,2535.0,1037.6500244140625
36.2,9.77338067326659,2535.0,1040.0400390625
36.300000000000004,9.7960957134603,2540.0,1041.93994140625
36.4,9.830921963289283,2540.0,1043.530029296875
36.5,9.844294284750664,2545.0,1045.010009765625
36.6,9.868113760203075,2545.0,1046.0999755859375
36.7,9.87287850900157,2550.0,1047.18994140625
36.800000000000004,9.882257007090812,2550.0,1047.6199951171875
36.9,9.882257007090812,2550.0,1047.6199951171875
37.0,9.87903931566037,2545.0,1046.5999755859375
37.1,9.869356021636646,2555.0,1047.9000244140625
37.2,9.856701096373524,2570.0,1049.9300537109375
37.300000000000004,9.878451478382125,2580.0,1052.6800537109375
37.4,9.889582738756996,2585.0,1054.0699462890625
37.5,9.905930415846992,2585.0,1054.8299560546875
37.6,9.909148418986018,2595.0,1056.72998046875
37.7,9.898040138771508,2605.0,1057.9599609375
37.800000000000004,9.901455976102149,2605.0,1058.1199951171875
37.9,9.887654342806306,2615.0,1059.219970703125
38.0,9.874637692709793,2620.0,1059.47998046875
38.1,9.861437444592017,2630.0,1060.5999755859375
38.2,9.865033231984702,2630.0,1060.77001953125
38.300000000000004,9.848542377693267,2635.0,1060.8599853515625
38.400000000000006,9.821003174434733,2645.0,1061.2900390625
38.5,9.810829905376353,2640.0,1059.93994140625
38.6,9.76184994158118,2650.0,1059.3399658203125
38.7,9.688736851730768,2660.0,1057.5699462890625
38.800000000000004,9.675640324218163,2655.0,1056.0899658203125
38.900000000000006,9.575603927166762,2720.0,1062.31005859375
39.0,9.605258569008328,2740.0,1067.1500244140625
39.1,9.631668481831321,2750.0,1070.1500244140625
39.2,9.654398098004522,2745.0,1070.4200439453125
39.300000000000004,9.684214890991202,2745.0,1071.8900146484375
39.400000000000006,9.689375109620338,2750.0,1073.0
39.5,9.69237770100969,2760.0,1074.8599853515625
39.6,9.701253954463061,2760.0,1075.300048828125
39.7,9.730927923404138,2770.0,1078.489990234375
39.800000000000004,9.730927923404138,2770.0,1078.489990234375
39.900000000000006,9.740568316103456,2775.0,1079.8299560546875
40.0,9.726951638143447,2780.0,1080.010009765625
40.1,9.719543550982078,2780.0,1079.6400146484375
40.2,9.687596230512966,2785.0,1078.9000244140625
40.300000000000004,9.666675346795794,2780.0,1077.0
40.400000000000006,9.647373691980636,2790.0,1077.739990234375
40.5,9.620027225791965,2790.0,1076.3699951171875
40.6,9.607883879448176,2795.0,1076.6099853515625
40.7,9.607883879448176,2795.0,1076.6099853515625
40.800000000000004,9.597520440729328,2795.0,1076.0899658203125
40.900000000000006,9.590015213467447,2800.0,1076.56005859375
41.0,9.60035817652764,2800.0,1077.0799560546875
41.1,9.610137720883847,2805.0,1078.4200439453125
41.2,9.608579970233857,2810.0,1079.18994140625
41.300000000000004,9.619085816244896,2810.0,1079.719970703125
41.400000000000006,9.640886628875865,2810.0,1080.8199462890625
41.5,9.647193189328144,2815.0,1081.989990234375
41.6,9.663808690868859,2815.0,1082.8299560546875
41.7,9.670260145215423,2820.0,1084.010009765625
41.800000000000004,9.68644867922906,2820.0,1084.8299560546875
41.900000000000006,9.69130119281875,2815.0,1084.219970703125
42.0,9.680922532091575,2820.0,1084.550048828125
42.1,9.665657408591773,2810.0,1082.0699462890625
42.2,9.640467803859798,2815.0,1081.6500244140625
42.300000000000004,9.574170818914007,2825.0,1079.989990234375
42.400000000000006,9.530635966388004,2815.0,1076.0999755859375
42.5,9.46044524424607,2820.0,1073.3900146484375
42.6,9.357919003492102,2875.0,1077.2900390625
42.7,9.333326980832888,2885.0,1077.6700439453125
42.800000000000004,9.293868770917726,2890.0,1076.449951171875
42.900000000000006,9.233049003134917,2900.0,1074.9300537109375
43.0,9.172405256052897,2900.0,1071.780029296875
43.1,9.13535458886526,2895.0,1069.050048828125
43.2,9.081305551940197,2900.0,1067.050048828125
43.300000000000004,9.063404098842051,2910.0,1067.719970703125
